Prefixes transited per AS (Global)
----------------------------------

  ASN   No of nets  Description
10098        1      HENDERSON-HK Henderson Data Centre Limi
10203        1      DATACOMWA-AS-AP Datacom MetroIX, AU
10364        1      UAHNET - University of Alabama in Hunts
10397        1      MOMENTUM - SinglePipe LLC, US
10417        1      Fundação de Desenvolvimento da Pesquisa
10480        1      RA-N002 - Rack Alley LLC, US
10533        1      OTTIX - Hypnovista Network Services, CA
10583        1      CHIME - Connecticut Hospital Assoc., US
10587        1      FIBERPIPE - Fiberpipe Inc., US
10617        1      SION S.A, AR
10770        1      SBIS-ASN-BLK-2 - AT&T Internet Services
10794        1      BANKAMERICA - Bank of America, US
10803        1      EAST-COAST-ACCESS, ZA
10823        1      NETCARRIER - NetCarrier, Inc., US
10927        1      PCH-SD-NAP - Packet Clearing House, US
10961        1      BGP-AS - Boston GigaPoP, US
10993        1      AERIONET-INC - Aerioconnect, US
11017        1      CSN - CSN Support Services, US
11071        1      IW-ASN-11071 - InfoWest, Inc., US
11170        1      ROLLERNETWORK - Roller Network LLC, US
11274        1      ADHOST - Tierpoint, LLC, US
11348        1      MST - Missouri University of Science an
11417        1      NIU - Northern Illinois University, US
11524        1      SEGNET - SEG Network Technologies, US
11563        1      NETENTERPRISE - NetEnterprise Inc., US
11653        1      ESS-PR-WEBMASTERS - Puerto Rico Webmast
11663        1      SUG-1 - State of Utah, US
11712        1      BELLSOUTH - AT&T Services, Inc., US
11727        1      BMTS - Bruce Municipal Telephone System
11745        1      USNH - University System of New Hampshi
11806        1      LEEPFROG - Leepfrog Technologies, Inc.,
11815        1      Cooperativa Telefonica de V.G.G. Ltda.,
11817        1      STAFFORDNET - Stafford Associates Compu
11931        1      ZENITH - Zenith Networking, US
11970        1      ETEL - e-Tel, LLC, US
11986        1      ORIGIN-NETWORKS - InfoStructure, US
11994        1      CZIO-ASN - Cruzio, US
12036        1      DIXIE-NET - ISP Associates, Inc. DBA Di
12046        1      ASN-CSC-UOM University of Malta - IT Se
12097        1      MASSCOM - Massillon Cable Communication
12256        1      CITYLINQ - CityLinq Net Services, US
12315        1      QSP-AS , NL
12321        1      ES-IBERCOMTELECOM-BACKBONE , ES
12343        1      -Reserved AS-, ZZ
12346        1      LUBMAN-COM-AS Poland, Lublin, PL
12418        1      QUANTUM , RU
12470        1      AS12470 Housing-Center, DE
12481        1      TRIVENET TELECOMUNICAZIONI, IT
12496        1      IDNET IDNet, GB
12502        1      NEPUSTILNET-AS01 Rathausstr. 3, DE
12577        1      MMC-AT-AS Muehlgasse 14E, AT
12592        1      TTS Bucharest, Biharia 67-77, RO
12599        1      ATLAS-AS , TR
12617        1      SOLIDO-NET , DK
12684        1      SES-LUX-AS , LU
12754        1      COOLNET , PS
12878        1      CONNECT-MANAGED-CLOUD , AT
12879        1      OJSC-STN-AS , RU
12895        1      IT-AUSTRIA Vienna, Austria, AT
12984        1      PILSFREE , CZ
13005        1      C2INTERNET ****************************
13091        1      PTT-SRBIJA-NET , RS
13106        1      DONAPEX-AS , UA
13115        1      HOME-OF-THE-BRAVE , DE
13157        1      GOPAS-AS Heimfelder Str. 110, DE
13165        1      SIBINTEK-AS Moscow Russia, RU
13170        1      KPO-AS , FI
13180        1      CEDACRINORD-AS via Conventino, 1, IT
13215        1      CPLUS1-AS , RU
13230        1      NCPORT Moscow, RU
13236        1      DATACOM-BG-AS Internet Provider, BG
13246        1      INETWIRE-AS Wilhelm-Wagenfeld-Str. 16, 
13257        1      POLARCOM-AS Murmansk,, RU
13415        1      FIRSTDIGITAL - FirstDigital Communicati
13480        1      OGOPS - Ongoing Operations, LLC, US
13614        1      ALLWEST - All West Communications, Inc.
13645        1      BROADBANDONE - BroadbandONE, Inc., US
13672        1      FAIRPO-3 - FAIRPOINT COMMUNICATIONS, IN
13728        1      DPCOM-ASN05222010 - D&P Communications,
13730        1      VELOCITY-AS - Velocity Online, Inc., US
13746        1      AITECH - AiTech, US
13750        1      TNSI-AS - Transaction Network Services,
13909        1      TECHIEMEDIA - Techie Hosting, Inc., US
13994        1      OMU-1 - Owensboro Municipal Utilities, 
14090        1      NDTELCO - NORTH DAKOTA TELEPHONE COMPAN
14127        1      ILAND - Iland Internet Solutions Corpor
14147        1      -Reserved AS-, ZZ
14271        1      LAMC-NET - Louisville Academic Medical 
14420        1      CORPORACION NACIONAL DE TELECOMUNICACIO
14517        1      REACHONE - ReachONE Internet, US
14639        1      ALLEGIANCE-AS1 - Allegiance Healthcare 
14651        1      RSLCOMCA-1 - RSL COM Canada Inc., CA
14675        1      EC-WISE - EC Wise, US
14709        1      Telefonica Moviles Panama S.A., PA
14756        1      ATMOS-COMM - Atmosphere, US
14773        1      LANLEB-IU13 - Lancaster Lebanon Interme
14813        1      BB-COLUMBUS - Columbus Telecommunicatio
14824        1      ZYNGA-01 - Zynga Inc., US
14901        1      TAOSNET-NEWMEX - TAOS NET LLC, US
14907        1      WIKIMEDIA - Wikimedia Foundation Inc., 
14921        1      CENTURYLINK-LEGACY-EMBARQ-HDRV - Embarq
15003        1      NOBIS-TECH - Nobis Technology Group, LL
15011        1      JAGUAR-1 - Jaguar Communications, US
15054        1      NETXBB-TX - Northeast Texas Broadband, 
15152        1      TELIPHONE - TELIPHONE INC., CA
15202        1      GELLER - Geller & Company LLC, US
15206        1      MDSG-PACWEST - Pac-West Telecomm, INC.,
15221        1      FALCON-BB - Vanion, Inc., US
15353        1      SIKICH-HOSTING - Sikich LLP, US
15372        1      IBH-AS , DE
15463        1      NETWORKI-AS , GB
15510        1      CWCS-PS , GB
15527        1      ANVIA Silmukkatie 6, Vaasa, Finland, FI
15541        1      CETI-AS CETI ISP, Poland, PL
15544        1      DATAWAYS 75, Kanari Str., 54453, Thessa
15582        1      AKADO-STOLITSA-AS , RU
15612        1      SERVECENTRIC Dublin, Ireland, IE
15673        1      TELESETI-PLUS-AS , RU
15732        1      IBERBANDA-SPAIN Iberbanda AS for Spanis
15766        1      DOMICILIUM-AS , GB
15798        1      OLMAN-EDU-AS OLMAN, Metropolitan Area N
15929        1      EMPLOT-AS2 , UA
15955        1      SUPRANET , LI
15965        1      AS15965 Luxembourg, LU
16020        1      TASCOM , RU
16047        1      YAR-TT-AS , RU
16076        1      IPERV-AS , IT
16110        1      PODKARPACKI-NET-AS , PL
16117        1      GAVLENET se.gavlenet Autonomous System,
16170        1      VIPNET Dimitrie Pompei NR. 6, Novopark,
16205        1      DSINET-ASN , DE
16229        1      PRIMETEL Telecommunications Company, CY
16265        1      LEASEWEB-NETWORK Amsterdam, Netherlands
16296        1      TWINIX-AS , PL
16316        1      TMT , DE
16333        1      ONNET-AS-OWN , MK
16353        1      MERULA UK Routing, GB
16391        1      CELITO-1 - Celito Communications Inc., 
16395        1      MBIX - Manitoba Internet Exchange Inc, 
16496        1      COLORADOSTATEUNIV-SCONE - Colorado Stat
16523        1      TRUTEL - Trutel Inc., CA
16524        1      METTEL - Metropolitan Telecomm, US
16540        1      BLUEROOSTER-ASN - Blue Rooster Telecom,
16559        1      REALCONNECT-01 - RealConnect, Inc, US
16567        1      NETRIX-16567 - Netrix LLC, US
16582        1      NEXTLEVELINTERNET - NEXT LEVEL INTERNET
16583        1      CFCS - Care Factor Computer Services In
16609        1      THE-AERO-GROUP-AS16609 - The Aero Group
16625        1      AKAMAI-AS - Akamai Technologies, Inc., 
16628        1      DEDICATED-FIBER-COMMUNICATIONS - DedFib
16654        1      PEAKINTERNETCO - Peak Internet, US
16700        1      ROSENET-1 - City of Thomasville Utiliti
16798        1      IAC-SEARCH-MEDIA - IAC Search & Media I
16816        1      S-NETCOM - S-Net, Inc., US
16842        1      5DL-AS - 5Nines Data, LLC, US
16866        1      COLUMBIA-NETWORKS - Columbia Networks I
16876        1      ICANN-DC - ICANN, US
16880        1      AS2-TRENDMICRO-COM - TREND MICRO INCORP
17014        1      NAIILLC - North Atlantic Internet, LLC,
17019        1      JCHOST-NET - JCHost Internet Services, 
17077        1      TELPLICITY - Broadcast Networks, LLC., 
17099        1      CALLIS-COMMUNICATIONS-AS - Callis Commu
17185        1      QUONIXNET - Quonix Networks Inc., US
17197        1      DAEDELUS - The Daedelus Group, US
17222        1      Mundivox LTDA, BR
17359        1      TELOV-FL-TPA - Telovations, Inc., US
17361        1      -Reserved AS-, ZZ
17403        1      HSIS-AS - HyperSurf Internet Services, 
17462        1      INDIGO-AS-AP Indigo NSW AS Number, AU
17536        1      TVP-HOLDING-COMPANY-AP TVP HOLDING COMP
17619        1      POWERNETIX-AS POWERNETIX, HK
17660        1      DRUKNET-AS DrukNet ISP, BT
17666        1      HITACHISUNWAY Unit 13-4, Block F1, MY
17714        1      CHTI-DC Chunghwa Telecom Co. , Ltd., TW
17787        1      PSEB-AS-PK Pakistan Software Export Boa
17814        1      COMNET-AP-ASN2 ComNet Telecom Internati
17889        1      INTRACEPTIVES-AU-AS-AP Intraceptives Pt
17895        1      GLOBALREACH-AP Globalreach eBusiness Ne
18183        1      NCREE National Center for Research on E
18266        1      ATNAP Datacore Works Co.,Ltd., JP
18268        1      JANIS Naganoken Kyodou Densan Co.Ltd., 
18366        1      APNIC-ANYCAST-AP ANYCAST AS, AU
18399        1      YTCL-AS-AP Yatanarpon Teleport Company 
18404        1      NEXG-CARRIER-AU NexG Carrier Pty Ltd, A
18485        1      VTLA - Virtela Technology Services Inco
18490        1      VTLA - Virtela Technology Services Inco
18494        1      CENTURYLINK-LEGACY-EMBARQ-WRBG - Embarq
18710        1      GKG-NET - GKG.NET, INC, US
18739        1      AGENCIA MODERNA TECNOLOGIA LTDA., BR
18886        1      INLINE-NET - Inline Connections, US
18931        1      SAINTERNET1, ZA
18934        1      SMITH-AND-HAMMAKER - SMITH & HAMMAKER, 
19008        1      PSCI - Perry-Spencer Communications, In
19016        1      WCG-AS - Westman Communications Group, 
19104        1      AXISINTERNET - AxisInternet, Inc., US
19165        1      WEBPASS - Webpass Inc., US
19170        1      MISN - Meramec Interactive Services Net
19174        1      AS19174 - China Unicom (Americas) Opera
19255        1      YOUR-ORG-INC-NA - YOUR.ORG, INC., US
19256        1      COMMNET-WIRELESS-LLC - COMMNET WIRELESS
19261        1      ASPSTATION - aspStation, Inc., US
19331        1      TWIN-LAKES - Twin Lakes Telephone Coope
19368        1      SNS-COLO - Secured Network Services, In
19383        1      WEBEL-1 - Web Elite LLC, US
19497        1      SBCASI-AKRON-OH-COVLIL - AT&T Internet 
19581        1      DALLAS-COUNTY - DALLAS COUNTY SCHOOLS, 
19582        1      GRUPO BRAVCO, EC
19830        1      RTC-RINGGOLD-GA - RTC Internet, US
19842        1      COLOSSEUM-ONL - Colosseum Online, Inc.,
19875        1      TERAGO-RACKFORCE - TeraGo Networks Inc.
19969        1      JOESDATACENTER - Joe's Datacenter, LLC,
19982        1      TWRS-FL - Towerstream I, Inc., US
20041        1      PROSCAN - Proscan Imaging, LLC, US
20128        1      IN2 - IN2 LLC, US
20228        1      NTUA - Navajo Tribal Utility Authority,
20324        1      ORMUC - Ormuco, CA
20355        1      NTG-AS - EATEL, US
20406        1      BRASLINK - Braslink Network Inc, US
20516        1      SVUA , UA
20565        1      NETALIS You can reach us at noc@netalis
20570        1      ASN-TSI-IPLS Internet and VPN Service P
20590        1      DEC-AS , UA
20618        1      DK-INFO-CONNECT , DK
20621        1      OPENIT , DE
20634        1      TELECOM-LI Schaanerstrasse 1, LI
20661        1      TURKMENTELECOM-AS , TM
20694        1      NMMN-AS , DE
20714        1      MERLIN-TELECOM , UA
20738        1      AS20738 , GB
20751        1      ASN-AZISTA , AT
20799        1      DATANET-AS Business Internet Provider, 
20852        1      ATLANT-TELECOM-AS AtlantTelecom Autonom
20861        1      FUJITSU-SE-AS , SE
20866        1      INTELECOM-AS , RU
20895        1      UGTEL Granting of services Intelligent 
20915        1      HUNDRED-PERCENT-IT , GB
20946        1      CCE-AS , RU
20969        1      NOB-AS , NL
20973        1      ABBAS-AS , ES
21061        1      TELEKOMUNIKACIJU-GRUPA , LV
21064        1      OLMAN-COM-AS OLMAN, Metropolitan Area N
21105        1      RTK-TRANZIT RTK-Tranzit, RU
21123        1      INCENTIAS , PL
21151        1      UKRCOM-KHERSON Kherson, Ukraine, UA
21211        1      SKY-NET-AS LT-01115, Vilnius, LT
21236        1      AICHYNA-AS , BY
21305        1      IPTEL-AS , BY
21353        1      ARTCOMS-AS , RU
21365        1      INTELECA-AS Russia, Barnaul, RU
21409        1      IKOULA , FR
21419        1      PISHTAZEJADIDINFOMRATION , IR
21495        1      PZUCI-AS , PL
21513        1      EPIKNETWORKS - Epik Networks, Inc., CA
21523        1      LEASENET - LeaseNet, US
21527        1      DAYSTARR-NET - Daystarr Communications,
21528        1      ALASCONNECTINC - AlasConnect Inc., US
21571        1      MLS Wireless S/A, BR
21719        1      CHL - CHL, US
21803        1      CEDAR-NETWORKS - Cedar Networks, US
21804        1      ACCESS-SK - Access Communications Co-op
21808        1      PRLSS - Peerless Network LLC, US
21879        1      TWRS-SF - Towerstream I, Inc., US
22002        1      SYSTEMS-SOLUTIONS-OF-PADUCAH-INC - Syst
22324        1      XTEL - XTEL Communications, US
22343        1      TELESPHERE-NETWORKS - Telesphere Networ
22361        1      BWL - Believe Wireless, LLC., US
22591        1      DECHO - Decho Corporation, US
22661        1      Telex Chile S.A., CL
22663        1      PROMINIC-NET-INC - Prominic.NET, Inc., 
22689        1      Sercomtel Participações S.A., BR
22690        1      AxiomNET-AS, RW
22747        1      TCIS - TulsaConnect, US
22873        1      FNI - Fiber Networx Inc., CA
22937        1      SHELDON-AS-1 - ACT USA, US
23024        1      OCDE - Orange County Department of Educ
23154        1      SANMINA-SCI - Sanmina-SCI Corporation, 
23203        1      UNWIRED-EUGENE - XS Media, US
23225        1      NORTH-CAROLINA-WIRELESS - North Carolin
23252        1      IK - WTC Communications, CA
23316        1      BAI-IP-SERVICES - Bel Air Internet, LLC
23374        1      FPUA - FPUAnet Communications, US
23393        1      ISPRIME - ISPrime, Inc., US
23422        1      ECL-1 - Endstream Communications, LLC, 
23457        1      BRAMPTON - City of Brampton, CA
23541        1      Scarlet B.V., CW
23661        1      CLARAONLINE CLARA ONLINE, Inc., JP
23721        1      ISONET-AS-AU ISONet, AU
23774        1      A-DNS-JP Japan Registry Service Co., Lt
23779        1      N-BONE NTT Communications Corporation, 
23862        1      DILNET-AS-AP University of the Philippi
23879        1      YAHOO-IN1-AS Internet Content Provider,
23910        1      CNGI-CERNET2-AS-AP China Next Generatio
23936        1      EPSILON-SG 151 Lorong Chuan, SG
23949        1      COMNET-AS-ID PT Comtronics Systems, ID
23953        1      SCBDNET-AS-ID PT ARTHA TELEKOMINDO, ID
24047        1      ISC-KIX1 Internet Systems Consortium, I
24138        1      CRNET_BJ_IDC-CNNIC-AP China Tietong Tel
24192        1      DIGIWEB-NET-NZ-AP Digiweb New Zealand L
24210        1      ANGKASAWAVE-AS-ID Angkasa Sarana Teknik
24236        1      YAHOO-BANGALORE-AS-AP Yahoo Bangalore N
24348        1      CNGI-BJ-IX2-AS-AP CERNET2 IX at Tsinghu
24390        1      USP-AS-AP University of the South Pacif
24392        1      ANKHNET-AS-AP Ankhnet Informations Pvt.
24435        1      SUPERNET-PAKISTAN-AS-AP Supernet Limite
24437        1      UWA-AS-AP University of Western Austral
24445        1      CMNET-V4HENAN-AS-AP Henan Mobile Commun
24536        1      ELNUS-AS-ID PT. Elektrindo Data Nusanta
24547        1      CMNET-V4HEBEI-AS-AP Hebei Mobile Commun
24576        1      NWT-AS , RU
24579        1      POLTAVAINFOCOM-AS , UA
24599        1      MIRTELECOM-AS , RU
24744        1      SINET-SK-AS , SK
24776        1      INFOCLIP-AS , FR
24778        1      DATAPIPE-UK , GB
24792        1      KITZNET-AS Kitzbuehler Stadtwerke Cable
24817        1      IFINET-AS , IT
24829        1      ASTEL-TELECOM-AS Khoroshovskoe lane, 35
24848        1      KIELMAN-EDU-AS Kielce, POLAND, PL
24881        1      INTERPHONE-AS , UA
24962        1      ASN-TSUKRAINE , UA
25070        1      COMARCH-AS , PL
25081        1      HDIT-AS , DE
25141        1      SONIKO-AS , UA
25150        1      DCTEL-AS 40 years of Soviet Ukraine, UA
25211        1      TELECOMASET-AS , BG
25272        1      SINSTELECOM-AS , RU
25277        1      POSLUH , HR
25282        1      KEEPERSOFT-AS , UA
25299        1      DEXP-AS , UA
25376        1      NETNORTH-ASN , GB
25498        1      ASN-MOBICOM , UA
25509        1      VORTEX-AS Skulagotu 19, IS
25520        1      FT-AS --------------------- Uplinks ---
25521        1      ASN-ASIPN , UA
25534        1      INTELSOFT-AS , RU
25552        1      GNB-AS Katowice-Poland, PL
25557        1      PKE-AS ul. Sudecka 95-97, PL
